,0.5749486652977412,1.0732375085557837,1.568788501026694,2.0725530458590007,2.403832991101985,3.1512662559890487,3.403148528405202,3.904175222450376,4.654346338124572,4.903490759753593
0.5749486652977412,9.261312651754368e-06,2.5000977017818068e-06,-1.2414314973167684e-06,5.1600073987878885e-06,4.133767110565676e-06,4.508178775307088e-06,5.161079623005592e-06,1.615595154494222e-06,4.572731163375593e-07,3.48883057729476e-06
1.0732375085557837,2.5000977017818068e-06,2.056632620048327e-05,2.0333880115709e-05,6.393595827254465e-06,5.216096410817749e-06,1.4624830636689633e-05,2.1486394971643073e-05,1.9690044962916812e-05,1.72876014153674e-05,2.128294583053611e-05
1.568788501026694,-1.2414314973167684e-06,2.0333880115709e-05,4.75099020511811e-05,2.164132093201716e-05,1.901578815405286e-05,5.347658304194498e-06,1.0679340431664022e-05,2.153064724004395e-05,4.576379762913741e-05,1.6873504059957947e-05
2.0725530458590007,5.1600073987878885e-06,6.393595827254465e-06,2.164132093201716e-05,2.9242819664194322e-05,9.222506111458179e-06,-3.321893168656881e-06,-3.536482583386641e-06,4.426393407535993e-06,3.436546227873177e-05,1.683306212066669e-06
2.403832991101985,4.133767110565676e-06,5.216096410817749e-06,1.901578815405286e-05,9.222506111458179e-06,1.6790247257697695e-05,2.6513146176394183e-06,7.873797505872361e-06,9.859564231662359e-06,1.8269283740360875e-05,9.527873168487849e-06
3.1512662559890487,4.508178775307088e-06,1.4624830636689633e-05,5.347658304194498e-06,-3.321893168656881e-06,2.6513146176394183e-06,1.7505624881110675e-05,2.2801733596006682e-05,1.4919941112307036e-05,-1.208698510111295e-07,2.0305321982217713e-05
3.403148528405202,5.161079623005592e-06,2.1486394971643073e-05,1.0679340431664022e-05,-3.536482583386641e-06,7.873797505872361e-06,2.2801733596006682e-05,4.2016067107540735e-05,2.735716653670472e-05,4.027255191103555e-06,3.708934732113115e-05
3.904175222450376,1.615595154494222e-06,1.9690044962916812e-05,2.153064724004395e-05,4.426393407535993e-06,9.859564231662359e-06,1.4919941112307036e-05,2.735716653670472e-05,2.3366400241436046e-05,1.7752163194961653e-05,2.7081890561679174e-05
4.654346338124572,4.572731163375593e-07,1.72876014153674e-05,4.576379762913741e-05,3.436546227873177e-05,1.8269283740360875e-05,-1.208698510111295e-07,4.027255191103555e-06,1.7752163194961653e-05,5.553475875647824e-05,1.2516484155240381e-05
4.903490759753593,3.48883057729476e-06,2.128294583053611e-05,1.6873504059957947e-05,1.683306212066669e-06,9.527873168487849e-06,2.0305321982217713e-05,3.708934732113115e-05,2.7081890561679174e-05,1.2516484155240381e-05,3.582386338169465e-05
